Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,itinerary_num,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),first_stop_name,first_stop_long,first_stop_lat,last_stop_name,last_stop_long,last_stop_lat,first_type,last_type
Museum,Dhoby Ghaut,1.298849935,103.84518,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,13.92,6.83,454.42,0,7.08,SOMERSET MRT STATION,103.8392215,1.3002132,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Museum,Fort Canning,1.294032597,103.8460237,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,20.85,13.78,864.87,0,7.07,OPP CLARKE QUAY STN,103.8474938,1.2888272,AFT DUXTON PLAIN PK,103.84105,1.2811839,BUS,BUS
Museum,Fort Canning,1.294032597,103.8460237,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,23.25,13.27,838.77,0,9.98,STAMFORD CT,103.8502061,1.2941164,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Museum,Fort Canning,1.294032597,103.8460237,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,25.82,18.75,1186.36,0,7.07,OPP CLARKE QUAY STN,103.8474938,1.2888272,AFT DUXTON PLAIN PK,103.84105,1.2811839,BUS,BUS
Museum,Fort Canning,1.294032597,103.8460237,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,24.2,13.73,867.21,0,10.47,SCH OF THE ARTS,103.8491033,1.2992144,SRI VADAPATHIRA K TP,103.8578181,1.3149673,BUS,BUS
Museum,Fort Canning,1.294032597,103.8460237,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,26.88,19.8,1298.72,0,7.08,SOMERSET MRT STATION,103.8392215,1.3002132,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Newton,Cairnhill,1.306649596,103.8376556,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,32.52,32.52,2135.68,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Cairnhill,1.306649596,103.8376556,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,39.93,39.93,2591.57,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Cairnhill,1.306649596,103.8376556,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,28.47,13.38,814.17,1,12.13,NEWTON STN EXIT A,103.8382975,1.3126426,OPP S'PORE KHALSA ASSN,103.8572755,1.317248,BUS,BUS
Newton,Cairnhill,1.306649596,103.8376556,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,23.23,13.32,837.14,1,7.67,CONCORDE HOTEL S'PORE,103.841847,1.3004786,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Newton,Cairnhill,1.306649596,103.8376556,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,27.37,17.45,1109.35,1,7.67,CONCORDE HOTEL S'PORE,103.841847,1.3004786,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Newton,Goodwood Park,1.313586756,103.8342969,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,35.07,35.07,2334.09,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Goodwood Park,1.313586756,103.8342969,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,30.1,30.1,1969.69,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Goodwood Park,1.313586756,103.8342969,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,23.65,10.77,688.14,0,12.88,OPP NEWTON STN EXIT C,103.8388464,1.3140231,AFT FARRER PK STN EXIT G,103.8563561,1.3131375,BUS,BUS
Newton,Goodwood Park,1.313586756,103.8342969,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,31.15,15.2,975.12,2,11.02,no value,no value,no value,BLK 23,103.8572184,1.334358,BUS,BUS
Newton,Goodwood Park,1.313586756,103.8342969,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,31.15,15.2,975.12,2,11.02,no value,no value,no value,BLK 23,103.8572184,1.334358,BUS,BUS
Newton,Goodwood Park,1.313586756,103.8342969,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,40.08,18.22,1191.16,0,21.87,FAR EAST PLAZA,103.8331609,1.30732,BLK 116,103.8211557,1.285188,BUS,BUS
Newton,Istana Negara,1.305339129,103.8443422,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,26.25,26.25,1747.93,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Istana Negara,1.305339129,103.8443422,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,47.8,47.8,3146.55,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Istana Negara,1.305339129,103.8443422,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,20.92,14.12,930.43,0,6.8,TEKKA CTR,103.8512058,1.3057208,SRI VADAPATHIRA K TP,103.8578181,1.3149673,BUS,BUS
Newton,Istana Negara,1.305339129,103.8443422,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,33.05,14.87,963.06,1,12.97,SELEGIE CTR,103.8500368,1.3037235,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Newton,Istana Negara,1.305339129,103.8443422,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,37.18,19.0,1235.27,1,12.97,SELEGIE CTR,103.8500368,1.3037235,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Newton,Monk's Hill,1.309097029,103.8417296,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,15.97,15.97,1063.98,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Monk's Hill,1.309097029,103.8417296,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,30.08,30.08,2005.73,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Monk's Hill,1.309097029,103.8417296,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,18.35,9.37,617.01,0,8.98,KK WOMEN & CHILD HOSP,103.8460393,1.3098193,AFT FARRER PK STN EXIT G,103.8563561,1.3131375,BUS,BUS
Newton,Monk's Hill,1.309097029,103.8417296,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,22.17,10.58,649.47,1,8.95,KK WOMEN & CHILD HOSP,103.8460393,1.3098193,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Newton,Monk's Hill,1.309097029,103.8417296,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,26.3,14.72,921.68,1,8.95,KK WOMEN & CHILD HOSP,103.8460393,1.3098193,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Newton,Newton Circus,1.311943999,103.8384163,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,20.05,20.05,1354.71,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Newton Circus,1.311943999,103.8384163,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,7.22,5.68,388.82,0,1.53,no value,no value,no value,no value,no value,no value,SUBWAY,SUBWAY
Newton,Newton Circus,1.311943999,103.8384163,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,7.22,5.68,388.82,0,1.53,no value,no value,no value,no value,no value,no value,SUBWAY,SUBWAY
Newton,Newton Circus,1.311943999,103.8384163,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,18.48,8.28,541.25,0,10.2,AFT MAKEPEACE RD,103.84266,1.3114231,AFT FARRER PK STN EXIT G,103.8563561,1.3131375,BUS,BUS
Newton,Newton Circus,1.311943999,103.8384163,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,18.38,4.13,264.42,1,10.07,NOVENA MRT STATION,103.8438426,1.3204584,BLK 23,103.8572184,1.334358,SUBWAY,BUS
Newton,Newton Circus,1.311943999,103.8384163,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,18.75,6.92,416.87,1,9.52,ORCHARD MRT STATION,103.8322722,1.303815,CHINATOWN MRT STATION,103.8432502,1.2840949,SUBWAY,SUBWAY
Newton,Orange Grove,1.310055183,103.8303371,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,35.43,35.43,2383.95,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Orange Grove,1.310055183,103.8303371,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,42.17,42.17,2790.87,0,0.0,no value,no value,no value,no value,no value,no value,,
Newton,Orange Grove,1.310055183,103.8303371,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,29.32,11.68,724.28,1,13.57,no value,no value,no value,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Newton,Orange Grove,1.310055183,103.8303371,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,29.32,11.68,724.28,1,13.57,no value,no value,no value,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Newton,Orange Grove,1.310055183,103.8303371,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,29.47,12.45,810.23,1,14.07,OPP ENV BLDG,103.835821,1.3109517,OPP S'PORE KHALSA ASSN,103.8572755,1.317248,BUS,BUS
Newton,Orange Grove,1.310055183,103.8303371,QUEENSTOWN POLYCLINIC,1.298751,103.801618,0,35.58,18.8,1220.98,0,16.78,BEF TOMLINSON RD,103.8269965,1.3039738,QUEENSWAY SEC SCH,103.8016176,1.3023685,BUS,BUS
Novena,Balestier,1.325513456,103.8510674,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,20.88,20.88,1430.73,0,0.0,no value,no value,no value,no value,no value,no value,,
Novena,Balestier,1.325513456,103.8510674,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,12.7,8.08,539.53,0,4.62,BEF BLK 104,103.8530378,1.3214381,OPP S'PORE KHALSA ASSN,103.8572755,1.317248,BUS,BUS
Novena,Balestier,1.325513456,103.8510674,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,29.73,29.73,1948.75,0,0.0,no value,no value,no value,no value,no value,no value,,
Novena,Balestier,1.325513456,103.8510674,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,23.25,8.88,545.52,0,14.37,OPP PUBLIC MAN,103.8484919,1.3260623,AFT GLOUCESTER RD,103.8508308,1.3136845,BUS,BUS
Novena,Balestier,1.325513456,103.8510674,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,0,37.4,8.1,530.19,1,22.13,BEF BLK 104,103.8530378,1.3214381,OPP GEYLANG METH SEC SCH,103.8830068,1.318693,BUS,BUS
Novena,Dunearn,1.326189834,103.8200696,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,29.45,16.48,1085.05,1,10.28,AFT DUNKIRK AVE,103.8234401,1.3218524,no value,no value,no value,BUS,SUBWAY
Novena,Dunearn,1.326189834,103.8200696,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,26.87,14.22,931.71,0,12.65,AFT DUNKIRK AVE,103.8234401,1.3218524,AFT MAKEPEACE RD,103.84266,1.3114231,BUS,BUS
Novena,Dunearn,1.326189834,103.8200696,QUEENSTOWN POLYCLINIC,1.298751,103.801618,0,28.38,14.77,921.74,0,13.62,BOTANIC GDNS STN,103.8151688,1.3227238,QUEENSWAY SEC SCH,103.8016176,1.3023685,BUS,BUS
Novena,Dunearn,1.326189834,103.8200696,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,31.58,9.48,590.59,2,16.45,AFT DUNKIRK AVE,103.8234401,1.3218524,BLK 23,103.8572184,1.334358,BUS,BUS
Novena,Dunearn,1.326189834,103.8200696,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,31.18,10.5,673.67,0,20.68,AFT DUNKIRK AVE,103.8234401,1.3218524,AFT FARRER PK STN EXIT G,103.8563561,1.3131375,BUS,BUS
Novena,Malcolm,1.323127709,103.8339499,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,25.08,25.08,1608.68,0,0.0,no value,no value,no value,no value,no value,no value,,
Novena,Malcolm,1.323127709,103.8339499,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,38.42,38.42,2459.57,0,0.0,no value,no value,no value,no value,no value,no value,,
Novena,Malcolm,1.323127709,103.8339499,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,32.03,20.13,1285.34,0,11.9,NOVENA STN,103.8429865,1.320174,AFT FARRER PK STN EXIT G,103.8563561,1.3131375,BUS,BUS
Novena,Malcolm,1.323127709,103.8339499,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,33.15,18.0,1114.21,1,12.38,NOVENA LODGE,103.8416155,1.3236233,BLK 23,103.8572184,1.334358,BUS,BUS
Novena,Malcolm,1.323127709,103.8339499,QUEENSTOWN POLYCLINIC,1.298751,103.801618,0,41.03,14.57,945.29,1,18.97,LENG KWANG BAPTIST CH,103.8292136,1.3191803,QUEENSWAY SEC SCH,103.8016176,1.3023685,BUS,BUS
Novena,Moulmein,1.317644217,103.8428202,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,11.32,11.32,766.85,0,0.0,no value,no value,no value,no value,no value,no value,,
Novena,Moulmein,1.317644217,103.8428202,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,17.1,17.1,1110.45,0,0.0,no value,no value,no value,no value,no value,no value,,
Novena,Moulmein,1.317644217,103.8428202,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,17.48,8.75,578.8,0,8.73,OPP CARLISLE RD,103.8469337,1.3158394,AFT FARRER PK STN EXIT G,103.8563561,1.3131375,BUS,BUS
Novena,Moulmein,1.317644217,103.8428202,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,20.23,9.75,642.44,1,8.03,no value,no value,no value,BLK 23,103.8572184,1.334358,SUBWAY,BUS
Novena,Moulmein,1.317644217,103.8428202,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,20.23,9.75,642.44,1,8.03,no value,no value,no value,BLK 23,103.8572184,1.334358,SUBWAY,BUS
Novena,Moulmein,1.317644217,103.8428202,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,22.8,9.97,611.26,1,10.42,PARISH OF CHRIST CH,103.8476386,1.3119489,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Novena,Mount Pleasant,1.333820565,103.8289634,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,48.95,48.95,3386.45,0,0.0,no value,no value,no value,no value,no value,no value,,
Novena,Mount Pleasant,1.333820565,103.8289634,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,33.13,22.68,1557.77,0,10.45,OPP S'PORE POLO CLUB,103.8388887,1.3316583,OPP UNITED SQ,103.8447643,1.316615,BUS,BUS
Novena,Mount Pleasant,1.333820565,103.8289634,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,41.47,21.3,1466.0,2,12.6,no value,no value,no value,BLK 5,103.8555289,1.3383164,BUS,BUS
Novena,Mount Pleasant,1.333820565,103.8289634,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,41.47,21.3,1466.0,2,12.6,no value,no value,no value,BLK 5,103.8555289,1.3383164,BUS,BUS
Novena,Mount Pleasant,1.333820565,103.8289634,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,36.78,22.65,1561.57,0,14.13,SLF CPLX,103.8379581,1.3338213,NORTHLIGHT SCH,103.8549258,1.3187247,BUS,BUS
Novena,Mount Pleasant,1.333820565,103.8289634,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0,37.27,21.73,1491.7,0,15.53,OPP MARYMOUNT CONVENT SCH,103.8388881,1.340555,OPP AL-MUTTAQIN MQUE,103.8453411,1.3700864,BUS,BUS
Orchard,Boulevard,1.305372768,103.8325721,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,35.52,35.52,2403.99,0,0.0,no value,no value,no value,no value,no value,no value,,
Orchard,Boulevard,1.305372768,103.8325721,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,13.47,9.82,644.48,0,3.65,NEWTON MRT STATION,103.8380362,1.3125291,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Orchard,Boulevard,1.305372768,103.8325721,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,23.05,9.68,559.5,0,13.37,AFT ORCHARD STN EXIT 12,103.8298734,1.3021327,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Orchard,Boulevard,1.305372768,103.8325721,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,19.78,15.02,953.83,0,4.77,GREAT WORLD MRT STATION,103.8334889,1.2948623,HAVELOCK MRT STATION,103.8335497,1.288048,SUBWAY,SUBWAY
Orchard,Boulevard,1.305372768,103.8325721,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,15.53,10.77,683.68,0,4.77,GREAT WORLD MRT STATION,103.8334889,1.2948623,HAVELOCK MRT STATION,103.8335497,1.288048,SUBWAY,SUBWAY
Orchard,Somerset,1.300624802,103.8386633,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,31.57,31.57,2163.73,0,0.0,no value,no value,no value,no value,no value,no value,,
Orchard,Somerset,1.300624802,103.8386633,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,18.43,6.02,382.81,1,8.13,DHOBY GHAUT MRT STATION,103.8461228,1.2986887,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Orchard,Somerset,1.300624802,103.8386633,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,22.68,10.27,652.96,1,8.13,DHOBY GHAUT MRT STATION,103.8461228,1.2986887,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Orchard,Somerset,1.300624802,103.8386633,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,12.15,6.63,446.01,0,5.52,ORCHARD MRT STATION,103.8322722,1.303815,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Orchard,Somerset,1.300624802,103.8386633,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,18.38,5.02,325.09,0,13.37,CONCORDE HOTEL S'PORE,103.841847,1.3004786,SRI VADAPATHIRA K TP,103.8578181,1.3149673,BUS,BUS
Orchard,Tanglin,1.304818616,103.8257966,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,26.17,11.28,693.48,2,10.45,AFT TOMLINSON RD,103.8258137,1.3060811,OPP UNITED SQ,103.8447643,1.316615,BUS,BUS
Orchard,Tanglin,1.304818616,103.8257966,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,27.12,10.83,670.45,0,16.28,OPP ORCHARD BLVD STN,103.8232904,1.3040459,BLK 116,103.8211557,1.285188,BUS,BUS
Orchard,Tanglin,1.304818616,103.8257966,QUEENSTOWN POLYCLINIC,1.298751,103.801618,0,26.9,12.8,810.65,0,14.1,OPP ORCHARD BLVD STN,103.8232904,1.3040459,OPP BLK 95,103.801862,1.3053629,BUS,BUS
Orchard,Tanglin,1.304818616,103.8257966,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,20.37,10.48,677.84,1,7.55,AFT TOMLINSON RD,103.8258137,1.3060811,NEWTON MRT STATION,103.8380362,1.3125291,BUS,SUBWAY
Orchard,Tanglin,1.304818616,103.8257966,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,24.58,8.57,523.09,1,13.77,AFT TOMLINSON RD,103.8258137,1.3060811,CHINATOWN MRT STATION,103.8432502,1.2840949,BUS,SUBWAY
Outram,China Square,1.28438643,103.8468833,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,19.4,19.4,1266.4,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,China Square,1.28438643,103.8468833,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,24.57,24.57,1596.98,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,China Square,1.28438643,103.8468833,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,22.78,9.38,606.73,0,13.4,CLARKE QUAY STN EXIT E,103.8470898,1.2889896,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Outram,China Square,1.28438643,103.8468833,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,20.27,2.87,140.78,1,13.85,OPP SRI MARIAMMAN TP,103.8452806,1.2820914,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Outram,China Square,1.28438643,103.8468833,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,23.85,12.7,806.18,1,9.07,FORT CANNING MRT STATION,103.844524,1.2927337,ARC 380,103.8605453,1.3135183,SUBWAY,BUS
Outram,Chinatown,1.279790066,103.842499,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,9.07,9.07,598.29,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,Chinatown,1.279790066,103.842499,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,14.23,14.23,928.87,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,Chinatown,1.279790066,103.842499,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,14.25,2.58,125.27,0,11.67,BEF THE PINNACLE@DUXTON,103.8415105,1.2785411,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Outram,Chinatown,1.279790066,103.842499,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,21.47,4.58,297.83,1,14.58,AFT CHINATOWN STN EXIT D,103.844372,1.2857109,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Outram,Chinatown,1.279790066,103.842499,ALEXANDRA HOSPITAL,1.286829,103.802524,0,19.67,1.92,118.44,0,17.75,BEF THE PINNACLE@DUXTON,103.8415105,1.2785411,OPP BLK 2,103.8068655,1.2861914,BUS,BUS
Outram,Pearl's Hill,1.2856128,103.8394202,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,19.4,19.4,1315.46,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,Pearl's Hill,1.2856128,103.8394202,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,21.73,21.73,1414.79,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,Pearl's Hill,1.2856128,103.8394202,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,22.72,7.02,421.37,1,12.62,OUTRAM PK STN EXIT 1,103.838666,1.2816491,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Outram,Pearl's Hill,1.2856128,103.8394202,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,30.0,7.4,481.84,1,18.95,no value,no value,no value,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Outram,Pearl's Hill,1.2856128,103.8394202,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,30.0,7.4,481.84,1,18.95,no value,no value,no value,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Outram,Pearl's Hill,1.2856128,103.8394202,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,33.97,10.63,711.05,2,15.8,no value,no value,no value,NEWTON MRT STATION,103.8380362,1.3125291,BUS,SUBWAY
Outram,Pearl's Hill,1.2856128,103.8394202,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,33.97,10.63,711.05,2,15.8,no value,no value,no value,NEWTON MRT STATION,103.8380362,1.3125291,BUS,SUBWAY
Outram,People's Park,1.281557854,103.8401388,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,3.75,3.75,237.28,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,People's Park,1.281557854,103.8401388,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,8.92,8.92,567.86,0,0.0,no value,no value,no value,no value,no value,no value,,
Outram,People's Park,1.281557854,103.8401388,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,15.07,4.6,259.04,0,10.47,BEF NEIL RD,103.8374971,1.2777381,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Outram,People's Park,1.281557854,103.8401388,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,22.78,5.52,362.71,0,17.27,BEF PEARL'S HILL TERR,103.8408772,1.2815458,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Outram,People's Park,1.281557854,103.8401388,ALEXANDRA HOSPITAL,1.286829,103.802524,0,23.53,4.77,297.87,1,16.17,TIONG BAHRU MRT STATION,103.8269134,1.2862186,BEF IKEA IND BLDG,103.8060909,1.2890312,SUBWAY,BUS
Pasir Ris,Flora Drive,1.359301249,103.9663219,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,0,13.2,3.72,231.42,0,9.48,CARISSA PK,103.9644324,1.3599981,BLK 233,103.9476691,1.3566033,BUS,BUS
Pasir Ris,Flora Drive,1.359301249,103.9663219,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,0,24.3,8.75,584.11,0,15.55,BEF MARIAM WALK,103.9684911,1.3593061,OPP DOWNTOWN EAST,103.9545061,1.3751723,BUS,BUS
Pasir Ris,Flora Drive,1.359301249,103.9663219,CHANGI GENERAL HOSPITAL,1.340571,103.949908,0,19.28,4.47,270.39,0,14.82,OPP PALM ISLES,103.9652091,1.3569879,OPP SIMEI STN,103.9535402,1.3421189,BUS,BUS
Pasir Ris,Flora Drive,1.359301249,103.9663219,SINGHEALTH POLYCLINICS - BEDOK,1.327443,103.932362,0,37.97,3.32,225.12,1,28.17,OPP PALM ISLES,103.9652091,1.3569879,BLK 139,103.9348131,1.3294089,BUS,BUS
Pasir Ris,Flora Drive,1.359301249,103.9663219,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,0,55.17,3.25,189.9,1,49.62,CARISSA PK,103.9644324,1.3599981,BLK 836,103.8903344,1.3698882,BUS,BUS
Pasir Ris,Loyang East,1.367978609,103.9734264,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,0,29.15,10.52,671.75,1,16.5,CHANGI CHAPEL MUSEUM,103.9733164,1.3622942,OPP DOWNTOWN EAST,103.9545061,1.3751723,BUS,BUS
